@relation MyTestRelation

@attribute spamclass string
@attribute tweetcontent string

@data
Spam,'Interested in a #Physician #job near #Hadley, MA? This could be a great fit: https://t.co/5YjKSysW4R #urgentcare #Veterans #Hiring'
NonSpam,'@Hyrum_bUckYbOii wsup sole!? How u doing? Miss u my nigga! Hope all is well. Love u man!'
NonSpam,'Another beautiful morning in Elkhart Lake @ Osthoff Resort and Spa https://t.co/Ai8hpHmAqX'
Spam,'Speak with yourself, 2016 made this in my Paris hotel room earlier this year #ephemera  #drawing… https://t.co/prGO4xAfx2'
Spam,'See a virtual tour of our listing on 20 Green Woods #Richmond #NH https://t.co/gIW351i0J1 #realestate https://t.co/zIjS7mbydY'
Spam,'??????. MUCHO #love #live #livestyle #ecuadorian #giomarsellscalifornia… https://t.co/E31bY77Yac'
Spam,'Bonnie and Clyde @ Cleveland, Ohio https://t.co/YmPovMnMNY'
Spam,'https://t.co/PZsgeCCiEV Megan Fox speed painting in Adobe Photoshop - by Nico Di Mattia'
Spam,'H ?????? #beauty #ironmaiden #bestbandintheworld… https://t.co/enpXUu5AHu'
Spam,'#Healthcare #Job in #Dallas, TX: Travel RN PICU - Dallas, TX at Supplemental Health Care https://t.co/DNxGBlVNFa https://t.co/6hynI6OJNs'
Spam,'This #Database #job might be a great fit for you: Database Administrator (SQL) - https://t.co/UVlnpEnaoT #Hiring https://t.co/9aQL4wsvIh'
Spam,'\"I\'ve seen you move. You move the mountains. And I believe, I\'ll see you do it again.\" @ Blowing… https://t.co/ec0lRsib3f'
Spam,'Finals #wgi2016 @ University of Dayton Arena https://t.co/73deio2Onl'
Spam,'@davidcadrian not summer yet'
Spam,'Sunrise Senior Living #Nursing #Job: Part-time Reminiscence Care Manager (#StCharles, IL) https://t.co/exM3I97OSR https://t.co/QgFyqXt3hB'
Spam,'See our latest #Tracy, CA #job and click to apply: IC&amp;E (Instrumentation Control &amp;... - https://t.co/qHN4SUs0gK https://t.co/2YfDL5eBI8'
Spam,'#morningrun #grind #nofilter @ Wild Dunes Resort - Isle Of Palms, SC https://t.co/Ld9zwNynCW'
Spam,'#Retail in IN: STORE MANAGER CANDIDATE at Dollar General Corporation https://t.co/joeGpZOe8R #Diversity #Veterans https://t.co/czQtMjYMQG'
Spam,'#book @chilligrindwill now strongfamilyinfo@gmail.com or @rapjuggernaut  #mixtapehosting… https://t.co/kdKiLjG5cG'
Spam,'? ??????? https://t.co/RXLBY2wqj0'
Spam,'@EllisIslandNPS brownderby@hotpeanuts@'
Spam,'¡Los Chilos in da jaus! ?? #EsAsí #YHágaleComoSuGanaLeDé ???? #QuienDijoMiedo ???? @ Colonia Lomas de… https://t.co/xfbxTed5QI'
NonSpam,'One of ours and the crowds favorites with great value for such good wine, an interesting history… https://t.co/ZTBH9yCSMI'
Spam,'Join the Winn Dixie team! See our latest #Retail #job opening here: https://t.co/h5gKHDLB9M #PINSON, AL #Hiring'
Spam,'New Old Stock Pyrex at JoRetro! @ Joretro https://t.co/nltUkD9zuL'
Spam,'GM ppl #sayitback #TGIS???????? @ Philadelphia Naval Base https://t.co/RkmjpTI9d7'
Spam,'Thanks TR for touching my heart and my hand?? @ Wild Bill\'s https://t.co/MYRDqMWa7Z'
Spam,'The Road of Success is lead by the #Light\n\"Art is the mirror to our souls\"\nPlease help my… https://t.co/kUlB0LPsvs'
Spam,'the thirst is too real https://t.co/9HZF2pNuMT'
Spam,'Want to work at Premise Health? We\'re #hiring in #Alpharetta, GA! Click for details: https://t.co/3idnIC1att #Job https://t.co/ilPckmjZJD'
Spam,'Just posted a photo @ Philadelphia, Pennsylvania https://t.co/kjglkI8jfR'
Spam,'PWOC Retreat with West Point, Fort Drum and Fort Hamilton at COTW. @… https://t.co/JeYgowNS3U'
Spam,'Catch me @thedangerwayne and the homie @djmarcstout at @timechicago #tonight doing what we do… https://t.co/rJwNUYTcj9'
Spam,'&lt;Aiko&gt; i have sex like i just got out of prison and about to go back in'
Spam,'@EllisIslandNPS cannister$'
Spam,'Mumford and Sons Monday night! Thanks kazbax for inviting me! Such a… https://t.co/5jP6kW5xOG'
Spam,'All\'s clear today! ?? #sunnyday #springtime #weatherdog @ Marlborough, Massachusetts https://t.co/fRLBL3NuTe'
Spam,'Minnesota may 7?????????? @ Pappadeaux Seafood Kitchen https://t.co/rcoUJD8HTy'
Spam,'#FacilitiesMgmt #Job in #Boston, MA: Maintenance Supervisor at AvalonBay https://t.co/tZCO5KwTRu #nowhiring #Jobs https://t.co/v6GeFLFRKM'
Spam,'Interested in a #Retail #job near #Douglaston, NY? This could be a great fit: https://t.co/EXKyKKR4uh #Hiring'
NonSpam,'\"One day like this a year would see me right\" #sunrise #daytonabeach #florida @ South Daytona… https://t.co/oj5B0eJbcA'
Spam,'Part Time Sales-dressbarn - dressbarn: (#Houma, LA) https://t.co/SQPsG10wwZ #Sales #Job #Jobs #Hiring'
Spam,'Up Up and away! Redken Specialist phase 1 in Wichita KS (@ Southwest Florida International Airport (RSW)) https://t.co/zhmUqcKVCL'
Spam,'Just posted a photo @ New Journey Ministries https://t.co/WgeBdYKbPO'
Spam,'@EllisIslandNPS dumpster diver@'
Spam,'Next time kite chill lg k....take care sume...dpt yaad n mummy rase #dipndip kn...nnt kite g… https://t.co/XitCN6cmGy'
Spam,'Come say hi to the @theavettbros food truck at @roughtradenyc! #AvettTrueSadness @ Rough Trade NYC https://t.co/lGlGAQbJLg'
Spam,'Customer Service... - Love\'s Travel Stops &amp; Country St...: (#WhiteHouse, TN) https://t.co/OYJV0J3qpO #Retail #Job https://t.co/N5bYWMlR5Q'
Spam,https://t.co/pfwlDKZd16
Spam,'It is #Ten time !!! #exotiktime #exotiksound #7073017472 @ San Ramon… https://t.co/MvgqUqHdhJ'
Spam,'Up early ready for some basketball. Must win Saturday. Lost a tough last night. Need the 2 wins to advance. Lets get ready to rumble fellas.'
Spam,'OMG!!! Amazing salt &amp; pepper crab. #saltpepper #crab #seafood #huge #batter #crispy #dinner… https://t.co/KeJZJz2nkj'
Spam,'It\'s time to climb, 191 Peachtree!for the American Lung Association w/ Atlanta Metro Fire… https://t.co/GUMLOZozqJ'
Spam,'#Day 351 #1084 #sunrise #watertower #brentwoodwatertower #Dawn #morning #goodmorning… https://t.co/4m5Q7mUmpa'
Spam,'locally gusty north to northeast winds into this morning... .locally gusty north to northeast winds will continu... https://t.co/v9Zs6Mn37l'
Spam,'Thank you Calvin Klein... #chella #mycalvins @ Coachella Valley Music &amp; Arts Festival https://t.co/doilc7F2UX'
Spam,'@EllisIslandNPS bleeq@'
Spam,'Want to work at Department of Veterans Affairs? We\'re #hiring in #Houston, TX! Click for details: https://t.co/bkXGUleXUV #Clerical #Job'
Spam,'#HealthWelfare #Job in #MaysLanding, NJ: Health Enthusiast Part-Time at The Vitamin Shoppe https://t.co/XPW1y9Kugv #Jobs #Hiring'
Spam,'HC120 [Engross] First Lady Michelle Obama; acknowledge distinguished legacy of public service upon serving as ke... https://t.co/198jlGAe0k'
NonSpam,'#Repost @KatieSauter with repostapp.\n???\nFrom the stage to the gym...posing and more… https://t.co/LgKUFk3Omp'
Spam,'#BACH #GORECKI #TCHAIKOVSKY Sinfonia Toronto/Nurhan Arman, Conductor Angela Park #Pianist… https://t.co/aMUKFYlkwU'
Spam,'A 10 x 8 inch mount personally signed by Ashley Grimes of Manchester United. https://t.co/CV6iLnH510 https://t.co/WEiQLm1UkY'
NonSpam,'HR102 [Engross] Dr. L. Frances P. Liddell; commend upon retirement from Jackson State University. https://t.co/R7HS4iShff'
Spam,'6:30 and not a wookiee growl or ewok yelp in ear shot. #witw wookiesinthewoods #golfr #r32… https://t.co/fQ7G12xqMJ'
Spam,'Best part of my job is the #SPCAcincinnati coming into the studio!  This little guy is Wayne and… https://t.co/Wj4mzQj8BA'
Spam,'A 10 x 8 inch mount personally signed by Alan Gowling of Manchester United. https://t.co/o3POCkr9vI https://t.co/6ymoZ09Zr7'
Spam,'Go go juice (@ Starbucks in Newtown, CT) https://t.co/OcqECSI8xS'
Spam,'Check Call - Roehampton Avenue b/w Yonge St / Redpath Avenue, Toronto (2 Trucks)'
Spam,'Check Call - Roehampton Avenue b/w Yonge St / Redpath Avenue, Toronto (2 Trucks)'
Spam,'Rescue (Elevator) - Ellesmere Road b/w Markham Road / Gander Dr, Scarborough (2 Trucks)'
Spam,'Rescue (Elevator) - Ellesmere Road b/w Markham Road / Gander Dr, Scarborough (2 Trucks)'
Spam,'UD: Fire (Highrise Residential) - San Romanoway b/w San Varoway / San Roccoway, North York (7 Trucks)'
Spam,'#happybirthday #to #me #birthday #aries #ariesseason #s4s #f4f #cashfollowtrain #cashfollowplane… https://t.co/2w0fbD2TZ9'
Spam,'UD: Fire (Highrise Residential) - San Romanoway b/w San Varoway / San Roccoway, North York (7 Trucks)'
Spam,'UD: Fire (Highrise Residential) - San Romanoway b/w San Varoway / San Roccoway, North York (7 Trucks)'
Spam,https://t.co/1sSJe97Amc
Spam,'??Blessed Morning!!!??Make Today Awesome! ??\n#itsnotover #keepitmoving #pray #push #Trust #blessed… https://t.co/QXLvpOEdhS'
Spam,'@twbrandt rum and coke double with two maraschino cherries'
Spam,'In transit. Wauting for the Narita flight which is approx 5 hours later (at @United Club - Terminal E) https://t.co/oHJpO1JHSU'
Spam,'Try https://t.co/MfeP3UvxLh Pork, chicken, fish, steak, shredded beef or ground beef. Our Tacos are made with the #Pork #menu'
Spam,'??You may say I’m a dreamer\nBut I’m not the only one\nI hope someday you’ll join us\nAnd the world… https://t.co/b7pdvCdMaG'
Spam,'#newdesigns #Bmore #philly #baltimorehairstylist  #baltimorehair #dmv #howarduniversity… https://t.co/E5Hic1wshu'
Spam,'#spartan #sprint #home #for #the #day #finish #line #spartansniperizzi #ilovemyspartans… https://t.co/fJBZqwBc0J'
NonSpam,'#WestPoint, VA #Job: Certified Nursing Assistant – CNA / Home Health Aide - HHA at BAYADA Home Health Care https://t.co/NbJBbWtXUV #Jobs'
Spam,'@EllisIslandNPS rite jessica@'
Spam,'My first solo wedding for sageinnovations is in the books and it was perfection! Stay tuned as I… https://t.co/A5XuvLw3m9'
Spam,'Si le quieren caer va andar por acá Jay de la Cueva (@ Bosque de @Chapultepec_mx in Miguel Hidalgo, DF) https://t.co/Xye1ADpvtS'
Spam,'Chris made cheesecake! ??\n#WellbridgeofFenton #SoGood #BerrySauce @ Wellbridge of Fenton https://t.co/Tn4m0UHr8a'
Spam,'michaelbjordan congrats, now u have aids in public, she infects people with her clipperz.. while… https://t.co/wl2rgQ9FzI'
Spam,'leochise and I still giving life @ Buena Park https://t.co/qSEwe0XFdw'
NonSpam,'Pirates Home Run #5k!! \nFinally running my first 5k race on my Birthday! So pumped!… https://t.co/F1PcIOpWdk'
Spam,'This #IT #job might be a great fit for you: Azure architect - https://t.co/YKAyibMIMq #NewYorkCity, NY #Hiring'
Spam,'My friends are cooler than yours\n\n#squadgoals #cosplay #disney #marvel #spiderman #frozen… https://t.co/HUL9ad0F6Y'
Spam,'Picture of a misty riverside village in China https://t.co/ejHGOemOxx'
Spam,'Disabled vehicle, left lane blocked in #Cobb on I-285 SB at Paces Ferry Rd #ATLTraffic https://t.co/bABElTEvus'
Spam,'\"We real serious \'bout this shit.\" #recordstoreday2016 @ Radio-Active Records https://t.co/F5bBvzjFPF'
Spam,'What an amazing feeling to have attended the private screening for my very first Movie \"Miles… https://t.co/gFrLzUBQU8'
Spam,'@TomthunkitsMind @gglightbulb Ryan shoulda been named \"Paul Onyun/Onion, since much of mankind stinks to him...'
Spam,'Reflecting on my life and career on this day...\n\nMixed emotions overwhelm me. However, I know… https://t.co/eQxaJaxVbn'
Spam,'We\'re really doing this...100 miles. #MS150 #HoustonToAustin #TeamRadioActive @ Omni Houston… https://t.co/lTJCReK4Ui'
Spam,'#SkipTV #jetskirace #surfandturf #dronerace #Taveras #florida #droneracetv @ Wooton Park https://t.co/jDJskaEQ9z'
NonSpam,'Speak for yourself, 2016 made this in my Paris hotel room earlier this year from museum ephemera… https://t.co/HJ9BMiNLKM'
Spam,'If she could, she would fry apples!!\n. \n. \n. \nDue to demand, I have added SUBTITLES for… https://t.co/NdL3Rq6lQn'
Spam,'Nurse Assistant - 4 Lesser - Deborah: (#BrownsMills, NJ) https://t.co/4LdYHRDvNf #Job #Jobs #Hiring https://t.co/Jp6Ttr6eeQ'
NonSpam,'Everyone, please caffeinate responsibly. Happy Saturday. #Coffee#Black ???? (@ Starbucks) https://t.co/S9ZsWLweIB https://t.co/07x2xyWJRp'
NonSpam,'#Job in #Concord, NC: Management Trainee / Leadership Development Program at BAYADA Home Health Care https://t.co/JIOz5T39vO #Jobs #Hiring'
NonSpam,'Cat + Kim performing for a wedding ceremony deseversky mansion. Love this shot from… https://t.co/C9A2TH8pVB'
Spam,'Time to go back up... Breakfast and football ... Coming up!!… https://t.co/G3ctp0j7ZV'
NonSpam,'#NoChella with @headhunterz went off. Great night and good vibes.'
Spam,'#Toronto, ON #Finance #Job: Accounts Receivable, Collections Officer - Inbound at Tyco https://t.co/Teka4DBGOJ https://t.co/wzy1LuDPTi'
NonSpam,'Mixing like I ain\'t gotta be up in a couple hours smh'
Spam,'Polyhymnia at Rest. Muses need to sleep sometimes, right? Taken under my @alanalark studio name.… https://t.co/nHcnD0F8ZI'
Spam,'#Retail #Job alert: Beauty Advisor | CVS Health | #OSSINING, NY https://t.co/jdxVDFTnyY #Jobs #Hiring'
Spam,'With my seldom-seen and much-loved pal, @kennethjones, at The… https://t.co/HP4BfmDcKz'
Spam,'When you become THAT crazy bird lady... ?????? #birdsofinstagram #author @ Hackettstown, New Jersey https://t.co/45wDYoMIqB'
Spam,'3 P\'s! #positive #patient #persistent @ Boston, Massachusetts https://t.co/uXYIF9Gx2W'
Spam,'I\'m at Captain\'s Grille in Lake Buena Vista, FL https://t.co/AJ6rERCNX0'
Spam,'The thought of losing these ucaks (rempit in sarawak) as my classmates for the summer semester… https://t.co/CXW4LKTpJ4'
Spam,'turned to face 13° (1mo6) https://t.co/mhUjMiRNRB'
NonSpam,'Learn These #Content Release Tricks From 4 #VideoStreaming Giants: https://t.co/UpNBpQxIw1 #video #streaming #contentmarketing #SocialMedia'
Spam,'Perfect grey light @ Nantucket, Massachusetts https://t.co/r9i5NwqLXa'
NonSpam,'Get #sick less by washing your hands more!\n#menshealth #womenshealth\nhttps://t.co/VB1TSUjJlc https://t.co/Am6U6bQBvk'
Spam,'Unshakable belief: The #Liverpool Way https://t.co/IpcaXhdT0E https://t.co/H3jNYtlNww'
Spam,'The Best cure for theSoul is a quite mind. Disfruta tu propia vida. #ricardotorres82… https://t.co/NLGkV1vhXa'
Spam,'#DesignatedPatrolArea at 6500 International Dr. #orlpol #opd'
Spam,'@Just_Candesha ohh okay I understand that lol'
NonSpam,'Wind 3.2 mph E. Barometer 29.843 in, Rising slowly. Temperature 65.4 °F. Rain today 0.00in. Humidity 95\%'
Spam,'#IllegallyParkedCars at N Rosalind Ave &amp; E Washington St. #orlpol #opd'
Spam,'Arribando!! BeSound Entertainment &amp; Elite. (@ Jardín León Felipe in Ciudad de México) https://t.co/UcHxds6x74'
Spam,'#GeneralDisturbance at 409 N Magnolia Ave. #orlpol #opd'
Spam,'Pick my nose, friend! https://t.co/dHSR1W5VJG'
Spam,'937 Vallejo Street https://t.co/WGO3cXHAF2'
NonSpam,'Wind 0.0 mph ---. Barometer 30.112 in, Steady. Temperature 43.9 °F. Rain today 0.00 in. Humidity 57\%'
Spam,'Esperando al equipo!! (@ Parque Unidad Independencia) https://t.co/kOeqrqLrHt'
NonSpam,'Morning breakfast with cheffrit427 on @ffweekend #steakandeggs #heartdisease @ 1211 Avenue of… https://t.co/ofyEoI6rOo'
Spam,'@DynamiteDtail52 #GoodMorning #CarWash #Open @ Dynamite Detail https://t.co/ONs0XBUwoG'
NonSpam,'@ebbtideapp Tide in Sunny Point Army Base, North Carolina 04/16/2016\n Low 11:40am  0.2\nHigh  5:41pm  4.4\n Low 11:57pm  0.4'
Spam,'Werq werq werq werq werq... (@ Weathervane - @southernseason in Chapel Hill, NC) https://t.co/VkM69HBlda'
NonSpam,'One World Trade building on a beautifully sunny day. Can\'t believe we went to the top of… https://t.co/x4Xts3JIj6'
Spam,1d5411eae3f1b248bfb75a0ef1cd5a4c9f655f2fd1461f668a08b7ce1f554c25188c0a0da04820131b98f8d22205acdc71754fbc723f2da353bee64696da01f81f7202000000
Spam,'Temp: 34.2F  W C: 34.2F  Wind:--- at 0.0kts Baro: 1036.5mb and Rising Rain today: 0.00in R H: 99\%  #wvwx'
Spam,'#byefelicia #ByeBasics #drinks #Vegas #besties @ Paris Las Vegas Hotel &amp; Casino https://t.co/5TJjxMyimM'
Spam,'#Retail #Job alert: Meat Associate | Winn Dixie | #JACKSONVILLE, FL https://t.co/GvJZyCp5K6 #Jobs #Hiring'
Spam,'Celebrating with my girls! Marcellus meatball and Jeni\'s Ice Cream! @ Marcellas https://t.co/oiyIJZKM0r'
Spam,'The mind is not a vessel to be filled but a fire to be kindled. - Plutarch https://t.co/JGeoN5qU7z'
Spam,'This #Nursing #job might be a great fit for you: Licensed Practical Nurse -... - https://t.co/CCfYZKrEAm #Veterans https://t.co/AUG3wK7qmc'
NonSpam,'Mercy: Home Health Aide II (#DesPeres, MO) https://t.co/1cVjF0d60Y #HealthWelfare #Job #Jobs #Hiring https://t.co/60rm5CvYAu'
Spam,'We\'re #hiring! Click to apply: Fire Service Technician In Training - https://t.co/oPK5ed0sbO #Job #Westminster, CO https://t.co/b0pbLHdlTm'
Spam,'I just began a cycling workout using #Endomondo. Peptalk me now @ https://t.co/qSralAcgXU'
Spam,'Mr Rexerson the opportunist. #shihpoo #shihpoosofinstagram @… https://t.co/ezoUbR5xOZ'
Spam,'#Indianapolis, IN #Retail #Job: Sales Support Associate, J.Crew Retail, The Fashion Mall at J. Crew https://t.co/fvEx5yC4G7 #Jobs #Hiring'
Spam,'#Day 351 #1083 #sunrise #watertower #brentwoodwatertower #Dawn #morning #goodmorning… https://t.co/iBkG6frSiE'
Spam,'The moment that you have ppl in other  states emailing or DMing you asking for an issue of the… https://t.co/HgAUSuPOAO'
Spam,'#Blessed #TeamSampé #Mixtape #Makeover #Ugly2017 @ Freedom Plaza https://t.co/mWGgzVSvwB'
Spam,'Family #Affair on Set\n\"Art is the mirror to our souls\"\nPlease help my musical production on… https://t.co/miLeeTFx7F'
Spam,'Can you recommend anyone for this #job? ICU / Intensive Care Unit Travel RN /... - https://t.co/fMWFppiGS0 #Hiring https://t.co/wztcWAgyI3'
Spam,'Iniciando otra locura... 59K!!! ?? (@ Monumento al Caminero w/ @elyg12) https://t.co/PfYSEfXTAt'
Spam,'#MedicalDevices in #CorpusChristi, TX: IMAGING SERVICE SPECIALIST at Compass Group USA https://t.co/A6cs0AfDao #jobhunt #Hiring'
Spam,'Interested in a #IT #job near #CranberryTownship, PA? This could be a great fit: https://t.co/rdSAAQw3qC #Hiring https://t.co/OYR55ymSfB'
Spam,'Can you recommend anyone for this #Hospitality #job? https://t.co/qwPnMdaFGW #restaurantlife #Amherst, OH #Hiring'
Spam,'????? ????????? ????????. https://t.co/1e7K8T0dlS'
NonSpam,'Good morning Atlanta! @ POWER 96.1 https://t.co/fyaWGd8Y3e'
Spam,'They are back ! lcdsoundsystem coachella #lcdsoundsystem #coachella Dancing and jumping to the… https://t.co/0Jmw7Z8q0h'
Spam,'Bat City Bombshells (@ The North Door - @ndaustin in Austin, TX) https://t.co/e2c22KZcwj'
Spam,'This #Healthcare #job might be a great fit for you: Certified Occupational Therapy... - https://t.co/8r6XTxsqAy https://t.co/E6VBEst1PO'
NonSpam,'This #job might be a great fit for you: Nurses (RNs / LPNs) for High Tech Home Care in Catawissa, PA - https://t.co/XfI8halvKr #Hiring'
Spam,'See our latest #HuntValley, MD #job and click to apply: Specialty Beauty - Distribution Center Shift... - https://t.co/hYILbRQspr #Veterans'
Spam,'Interesting architecture at Queens College. #NewYork #concretejunglewheredreamsaremadeof @… https://t.co/KLojDEt6uh'
Spam,'We\'re totally digging the new stadium! #fireflies #baseball #crackerjacks @micahcaskey @… https://t.co/UKiJ0Y8pxj'
Spam,'Exemplar do temível peixe piranha do rio Amazonas no #NewEnglandAquarium #piranhafish #fish… https://t.co/PLMb0v6tDN'
Spam,'Can you recommend anyone for this #CustomerService #job? https://t.co/mAzo2JwwbV #milspouse #parttime #OakBrook, IL https://t.co/IWHV9b0QrL'
